F         RC        PS
         1      13.2     0.520
         2      13.2     0.520
         1      13.2     0.520
         2      13.2     0.520
         2      13.2     0.520
         2      13.2     0.520
         2      13.2     0.520
         2      13.2     0.520
         2      13.2     0.520
         2      13.2     0.520
         2      13.2     0.530
         1      13.2     0.530
         2      13.2     0.530
         1      13.2     0.530
         2      13.2     0.530
         2      13.2     0.530
         2      13.2     0.540
         2      13.2     0.540
         2      13.2     0.540
         2      13.2     0.540
         2      13.2     0.550
         2      13.2     0.550
         2      13.2     0.550
         1      13.2     0.560
         1      13.2     0.560
         1      13.2     0.560
         2      13.2     0.560
         2      13.2     0.560
         1      13.2     0.570
         1      13.2     0.570
         2      13.2     0.570
         1      13.2     0.570
         1      13.2     0.580
         2      13.2     0.580
         2      13.2     0.580
         1      13.2     0.590
         2      13.2     0.600
         2      13.2     0.600
         1      13.2     0.610
         1      13.2     0.610
         1      13.2     0.610
         1      13.2     0.610
         2      13.2     0.610
         2      13.2     0.620
         1      13.2     0.650
         1      13.2     0.690
         2      13.2     0.700
         1      13.2     0.720
         1      13.2     0.750
         1      13.3     0.340
         1      13.3     0.370
         1      13.3     0.370
         1      13.3     0.380
         2      13.3     0.390
         1      13.3     0.390
         1      13.3     0.390
         1      13.3     0.400
         2      13.3     0.400
         2      13.3     0.400
         1      13.3     0.400
         1      13.3     0.400
         1      13.3     0.400
         2      13.3     0.410
         1      13.3     0.410
         1      13.3     0.410
         2      13.3     0.410
         2      13.3     0.420
         2      13.3     0.420
         1      13.3     0.420
         1      13.3     0.430
         2      13.3     0.430
         1      13.3     0.430
         1      13.3     0.430
         2      13.3     0.430
         2      13.3     0.430
         1      13.3     0.430
         2      13.3     0.440
         1      13.3     0.440
         1      13.3     0.440
         1      13.3     0.450
         2      13.3     0.450
         2      13.3     0.450
         1      13.3     0.450
         1      13.3     0.450
         1      13.3     0.460
         1      13.3     0.460
         1      13.3     0.460
         2      13.3     0.460
         2      13.3     0.460
         1      13.3     0.470
         2      13.3     0.470
         2      13.3     0.470
         2      13.3     0.470
         2      13.3     0.470
         2      13.3     0.470
         1      13.3     0.470
         1      13.3     0.470
         1      13.3     0.480
         2      13.3     0.480
         2      13.3     0.480
         1      13.3     0.480
         2      13.3     0.480
         2      13.3     0.480
         1      13.3     0.490
         2      13.3     0.490
         2      13.3     0.490
         2      13.3     0.490
         1      13.3     0.490
         1      13.3     0.490
         1      13.3     0.490
         1      13.3     0.490
         1      13.3     0.500
         1      13.3     0.500
         2      13.3     0.500
         2      13.3     0.500
         1      13.3     0.510
         2      13.3     0.510
         2      13.3     0.510
         1      13.3     0.520
         1      13.3     0.520
         1      13.3     0.520
         2      13.3     0.520
         2      13.3     0.530
         2      13.3     0.530
         2      13.3     0.530
         2      13.3     0.530
         2      13.3     0.530
         1      13.3     0.540
         2      13.3     0.540
         1      13.3     0.540
         2      13.3     0.540
         2      13.3     0.550
         1      13.3     0.550
         2      13.3     0.550
         2      13.3     0.550
